ID1;HHID;HV000;HV001;HV002;HV002A;HV003;HV004;HV007;HV008;HV009;HV010;HV011;HV012;HV013;HV014;HV015;HV017;HV020;HV021;HV023;HV024;HV025;HV026;HV027;HV028;HV030;HV031;HV032;HV033;HV035;HV040;HV041;HV042;HV043;HV044;UBIGEO;HV005;HV022;NCONGLOME;CODCCPP;NOMCCPP;LONGITUDX;LATITUDY
2022;      001204801;PE6;12;48;1;2;12;2022;1468;5;2;0;5;5;1;1;1;0;12;1;1;1;2;0; ;0; ;0; ;1;408;2;1;0;1;010201;122396;6;06630;0001;BAGUA;-78,525292969;-5,641965146
2022;      001205101;PE6;12;51;1;1;12;2022;1468;3;2;0;2;3;1;1;1;0;12;1;1;1;2;0; ;0; ;0; ;1;408;2;1;0;1;010201;122396;6;06630;0001;BAGUA;-78,525292969;-5,641965146
2022;      001207401;PE6;12;74;1;1;12;2022;1468;4;3;0;2;4;1;1;1;0;12;1;1;1;2;0; ;0; ;0; ;1;408;3;1;0;1;010201;122396;6;06630;0001;BAGUA;-78,525292969;-5,641965146
2022;      001208801;PE6;12;88;1;2;12;2022;1468;2;0;0;2;2;0;1;1;0;12;1;1;1;2;0; ;0; ;0; ;0;408;0;1;0;1;010201;786212;6;06630;0001;BAGUA;-78,525292969;-5,641965146
2022;      001209901;PE6;12;99;1;0;12;2022;1468;0;0;0;0;0;0;6;5;0;12;1;1;1;2;0; ;0; ;0; ;0;408;0;1;0;1;010201;0;6;06630;0001;BAGUA;-78,525292969;-5,641965146
2022;      001210901;PE6;12;109;1;1;12;2022;1468;4;2;0;4;4;2;1;1;0;12;1;1;1;2;0; ;0; ;0; ;1;408;2;1;0;1;010201;122396;6;06630;0001;BAGUA;-78,525292969;-5,641965146
2022;      001211301;PE6;12;113;1;1;12;2022;1468;2;1;0;2;2;0;1;1;0;12;1;1;1;2;0; ;0; ;0; ;0;408;1;1;0;1;010201;786212;6;06630;0001;BAGUA;-78,525292969;-5,641965146
2022;      001212601;PE6;12;126;1;1;12;2022;1468;3;1;0;3;3;0;1;1;0;12;1;1;1;2;0; ;0; ;0; ;0;408;1;1;0;1;010201;786212;6;06630;0001;BAGUA;-78,525292969;-5,641965146
2022;      001301401;PE6;13;14;1;2;13;2022;1467;4;2;0;4;4;1;1;1;0;13;1;1;1;2;0; ;0; ;0; ;1;734;2;1;0;1;010206;111586;9;06639;0042;SAN FRANCISCO;-78,448753049;-5,621834457
2022;      001302101;PE6;13;21;1;2;13;2022;1467;4;1;0;4;4;1;1;1;0;13;1;1;1;2;0; ;0; ;0; ;1;734;1;1;0;1;010206;111586;9;06639;0042;SAN FRANCISCO;-78,448753049;-5,621834457
2022;      001303801;PE6;13;38;1;1;13;2022;1467;4;0;0;4;3;0;1;1;0;13;1;1;1;2;0; ;0; ;0; ;0;734;1;1;0;1;010206;716768;9;06639;0042;SAN FRANCISCO;-78,448753049;-5,621834457
2022;      001304401;PE6;13;44;1;4;13;2022;1467;7;2;0;6;6;1;1;1;0;13;1;1;1;2;0; ;0; ;0; ;1;734;2;1;0;1;010206;111586;9;06639;0042;SAN FRANCISCO;-78,448753049;-5,621834457
2022;      001304501;PE6;13;45;1;2;13;2022;1467;3;1;0;3;3;0;1;1;0;13;1;1;1;2;0; ;0; ;0; ;0;734;1;1;0;1;010206;716768;9;06639;0042;SAN FRANCISCO;-78,448753049;-5,621834457
2022;      001304502;PE6;13;45;2;2;13;2022;1467;5;1;0;5;5;2;1;1;0;13;1;1;1;2;0; ;0; ;0; ;2;734;1;1;0;1;010206;111586;9;06639;0042;SAN FRANCISCO;-78,448753049;-5,621834457
2022;      001304503;PE6;13;45;3;2;13;2022;1467;4;1;0;4;4;1;1;2;0;13;1;1;1;2;0; ;0; ;0; ;1;734;1;1;0;1;010206;111586;9;06639;0042;SAN FRANCISCO;-78,448753049;-5,621834457
2022;      001304601;PE6;13;46;1;2;13;2022;1467;4;1;0;4;4;1;1;1;0;13;1;1;1;2;0; ;0; ;0; ;1;734;1;1;0;1;010206;111586;9;06639;0042;SAN FRANCISCO;-78,448753049;-5,621834457
2022;      001305601;PE6;13;56;1;2;13;2022;1467;4;2;0;4;4;1;1;1;0;13;1;1;1;2;0; ;0; ;0; ;1;734;2;1;0;1;010206;111586;9;06639;0042;SAN FRANCISCO;-78,448753049;-5,621834457
2022;      001306101;PE6;13;61;1;2;13;2022;1467;4;1;0;4;4;1;1;1;0;13;1;1;1;2;0; ;0; ;0; ;1;734;1;1;0;1;010206;111586;9;06639;0042;SAN FRANCISCO;-78,448753049;-5,621834457
2022;      001309001;PE6;13;90;1;2;13;2022;1467;3;1;0;3;3;1;1;1;0;13;1;1;1;2;0; ;0; ;0; ;1;734;1;1;0;1;010206;111586;9;06639;0042;SAN FRANCISCO;-78,448753049;-5,621834457
2022;      001309901;PE6;13;99;1;1;13;2022;1467;2;0;0;2;2;0;1;1;0;13;1;1;1;2;0; ;0; ;0; ;0;734;0;1;0;1;010206;716768;9;06639;0042;SAN FRANCISCO;-78,448753049;-5,621834457
2022;      001501701;PE6;15;17;1;1;15;2022;1470;3;1;0;3;3;1;1;1;0;15;1;1;1;2;0; ;0; ;0; ;1;444;1;1;0;1;010701;99516;6;06665;0001;BAGUA GRANDE;-78,449550411;-5,747724579
2022;      001502201;PE6;15;22;1;1;15;2022;1470;6;3;0;5;6;1;1;1;0;15;1;1;1;2;0; ;0; ;0; ;1;444;3;1;0;1;010701;99516;6;06665;0001;BAGUA GRANDE;-78,449550411;-5,747724579
2022;      001502401;PE6;15;24;1;1;15;2022;1470;2;1;0;2;2;0;1;1;0;15;1;1;1;2;0; ;0; ;0; ;0;444;1;1;0;1;010701;639238;6;06665;0001;BAGUA GRANDE;-78,449550411;-5,747724579
2022;      001502501;PE6;15;25;1;3;15;2022;1470;5;1;0;5;4;1;1;1;0;15;1;1;1;2;0; ;0; ;0; ;1;444;1;1;0;1;010701;99516;6;06665;0001;BAGUA GRANDE;-78,449550411;-5,747724579
2022;      001502901;PE6;15;29;1;0;15;2022;1470;0;0;0;0;0;0;6;5;0;15;1;1;1;2;0; ;0; ;0; ;0;444;0;1;0;1;010701;0;6;06665;0001;BAGUA GRANDE;-78,449550411;-5,747724579
2022;      001505801;PE6;15;58;1;1;15;2022;1470;1;0;0;1;1;0;1;1;0;15;1;1;1;2;0; ;0; ;0; ;0;444;0;1;0;1;010701;639238;6;06665;0001;BAGUA GRANDE;-78,449550411;-5,747724579
2022;      001506901;PE6;15;69;1;1;15;2022;1470;5;2;0;5;3;1;1;1;0;15;1;1;1;2;0; ;0; ;0; ;1;444;3;1;0;1;010701;99516;6;06665;0001;BAGUA GRANDE;-78,449550411;-5,747724579
2022;      001509201;PE6;15;92;1;2;15;2022;1470;5;1;0;5;5;1;1;1;0;15;1;1;1;2;0; ;0; ;0; ;1;444;1;1;0;1;010701;99516;6;06665;0001;BAGUA GRANDE;-78,449550411;-5,747724579
